0	1	10	11	12	13	14	2	3	4	5	6	7	8	9
Fbln5	Cfap47	Fam189a2	Thbs1	9530034E10Rik	Kctd14	Aldh3b1	Cklf	Mt3	Scgb3a1	1700003E16Rik	3110082I17Rik	Gprc5a	B3galt2	Fcor
Sdcbp2	Cldn3	Syt5	Galnt6	Sptssb	Ndufaf3	1700028P14Rik	Car6	Med24	Gpd1	Kifap3	Dkkl1	4930519L02Rik	Dyrk3	Lockd
Gm3776	Mdh1b	Car12	Crip1	Ppp1r35	Nectin3	Dnaja4	Rogdi	Cryab	Spc24	Gm16537	Rogdi	Plpp3	Dcn	Kcnmb4
Cfap126	Catip	Akap5	Ak1	Scara3	Maob	Ift81	Cdk1	Gm13074	Gm38165	Wdr31	Melk	Gclc	Col17a1	Slco2a1
Gm16160	Clca3b	Etv5	Cpeb3	Psmb6	Kcnq1ot1	Gm26877	Ankrd37	Dync2h1	Fmo2	Dync2i2	Asrgl1	Kank2	Tmc5	Mrpl54
Dcaf17	Gm281	Slc39a14	Nusap1	Oasl2	Ccnb2	Fhit	Gprc5a	Gprc5a	1700012B09Rik	1700028P14Rik	Ccdc61	Rap2c	Pir	Med31
Cldn18	Dnah9	Acot7	Knl1	Gstm1	Phf10	Ankrd37	Trim17	Pla2g1b	Cdiptos	Cntln	Itgb6	Cdc20	Nkapd1	Gadd45g
Tmem29	Lcn2	Rbp4	Akr1b8	Pacrg	Josd2	Nme5	Dyrk3	Vat1	Hdac10	Cfap70	Tmem29	Dync2li1	Vat1	ENSMUSG00000095041
Dyrk3	Ace	Mcm3	Cd200	Clca3a2	Nrg1	Ift74	Sgo2a	Arhgap11a	Tmem107	Zdhhc1	Smim5	Tgfb2	Phtf1	Mrc2
Pcm1	Elof1	Cep135	Gkn3	Col17a1	Creg2	Isg15	Lrp1	Emp1	Cd74	Aldh3b1	Cenpf	Cyp1b1	Slc2a12	Iqce
ENSMUSG00000120019	Sprr1a	Rnase4	Vat1	Rilpl2	Chad	Myl7	Krt80	Ces1g	Morn5	Ubxn11	Fetub	Adssl1	Soat1	Defb1
Tm6sf2	Sftpd	Asrgl1	Psmc3ip	Gm33424	Timp3	Mok	Wdr12	Mast3	A930003A15Rik	Rpgrip1l	Knstrn	Dkkl1	Dynlt2b	Car6
Tmem138	Dydc2	Dcdc2a	Cyp2s1	Hoxaas2	Fsd1l	Fbln5	Chchd6	Sox9	Gm16160	Spaca9	Upk3a	Sult1d1	Cep63	Chchd10
Mxra8	Serping1	Ropn1l	Rogdi	Tmem45b	Sass6	Incenp	Apol9b	Ppdpf	Gm10522	Mok	Kif21a	D730003K21Rik	Nelfe	Icam1
Cwh43	Iah1	Vit	Iigp1	Chchd10	Lrrc45	Lbh	Kcnmb4	Cxcl2	Fas	Tex26	Timp1	Akip1	Ndrg1	Gstm1
Spink2	Arhgef28	Anln	Ccdc39	Gpx3	Acoxl	Lrrc56	Ccdc61	Tns1	Dlx4	Dcdc2a	Ttc39a	Tctn2	Ifit2	1700016C15Rik
Pon1	Ly6c1	Gm5617	Rpgrip1	Id3	Col18a1	Pygl	Rragd	Bcl2l12	Klk13	Pclaf	Cdkn3	Dynlt2b	Morn5	Fam166b
Crip1	Cfap299	Myct1	Fam161b	Iigp1	Gde1	Mxra8	Lrwd1	Cxcl5	Sult1d1	Btg4	Bpifb1	Iigp1	Gm3776	Dpy30
Anapc11	Pim2	Flrt2	Calm3	Tspan6	Cep63	Sdcbp2	H2-DMb1	Stoml3	Ptgs2	Map1b	Isyna1	Cdhr1	2610528A11Rik	Cga
Neurl3	Ak8	Nek10	Spaca9	Bola1	Ccdc39	Agrp	C2cd5	Gas6	Dusp18	Trim17	Scgb1a1	Cct7	H2ac23	Hpgd
Krt20	Cfap157	Gm16160	Tomm20l	Col4a2	Clec12a	Fas	H2ac23	Fads3	Gadd45g	Lgals3bp	Wdyhv1	Phgr1	Kctd14	Krt18
Pllp	Fxyd2	Itga9	Trib2	Glipr2	Dpcd	Nek10	Ifi203	Ifi27	Gm29508	Cfap47	Ccn1	Syt5	Dapl1	Spata6l
Scara3	Esm1	Sult1d1	S100b	Gm15728	Cdkl4	Cisd3	Stox1	Lgals1	Gm21149	Riiad1	Casp7	Epha7	Ube2c	Tacr1
Cetn4	Col27a1	Ube2c	Cxcl5	4931406C07Rik	Pygl	Gm41715	Sprr2a2	Areg	Bpifb5	Ttc29	Cxcl2	Cep135	Tceal3	Tmem243
Ptgs1	Btg4	Ccdc74a	Tulp2	Sprr2a2	Hmmr	Prdx5	Scn3b	Ppp1r35	Pmaip1	Bcas1	Psmb6	Calb2	Ifit3	Tubb6
Bmx	Trp53bp2	Rgcc	Gpx3	Ak1	Trim7	Lrriq1	Asrgl1	Mrc2	Ccp110	A430088P11Rik	Uaca	Swi5	ENSMUSG00000120992	Catsperd
Rnf227	Sectm1b	Tulp2	Rnaseh2c	Kif3a	Stoml3	Cox6b2	Myb	Znhit1	Treml1	Ccdc81	Srd5a1	Lgals1	Nr4a1	Porcn
2610528A11Rik	Lgals3bp	Pygl	Abhd3	Stox1	Fxyd4	Ly6i	Cetn2	Gkn3	Smim5	Strbp	Tgfbi	Plk4	Klf6	Renbp
Oasl2	Ifitm1	Ccdc3	Plk1	Treml1	Ahsa1	Arhgdig	AU040972	Mid1ip1	Gkn3	Cfap44	Lias	Slc39a14	ENSMUSG00000095041	9530034E10Rik
Adgrg6	Clca3a2	Gm16159	Krt15	Akip1	Col15a1	Mapk15	Ptn	Isyna1	Acot13	Tsga10	Morn2	Retnlg	Dtx1	Cfap126
Wnt5a	Slc23a1	Gm7361	Wnt5a	Heatr5a	Defb1	Cep128	Arfgef3	Mxra8	Crip2	Mylk	Mapre3	Fam161a	Cdh6	Odf2l
Pnpo	Ruvbl2	Smpdl3a	Fam189a2	BC005624	Creg1	Wdr93	Slf1	Cfap53	9130015G15Rik	Elof1	Ccdc34	Tmem53	Gpam	Hbegf
Plaat3	Lrriq1	Catsperd	Gm15728	Ppdpf	Cxcl5	Cpm	Fsd1l	Rasl11a	Ereg	Efcab10	Calml3	Stox1	Id3	Calm2
Emp3	Wfdc3	Arl3	Timp1	Hal	8430429K09Rik	Stil	Plvap	Mab21l4	Ly6c2	Kcnj13	Ccdc57	Serpinb6b	Calb2	Prdx5
Tmc5	Fam81b	Cd302	Cxcl2	Ccna2	Syt5	Mcm6	Afp	H2-Eb1	Ccna1	Bphl	Itga2	Cd74	Vit	Gm15050
Itga2	Ankrd42	1110032A03Rik	Sulf1	Pon1	Dync2i1	Pigr	Cib1	Syt5	Neurl3	Capsl	Npnt	Phf10	Syt5	H2ac23
Odf2l	Cdkl4	Ereg	Synpo	Lrrc17	Wdr27	Mdh1b	Scara3	Phtf1	Ocm	Nphp1	Prorp	Pkd2	Cxcl2	Eno4
Plet1	Plk1	Hspa4l	Tubb6	Cdh6	Krt18	Blvrb	Hdgfl2	Cd177	Cbarp	Fam161b	Pclaf	Treml1	Ptgs2	Tns1
Gclc	Gm973	Ccdc30	Gpx4	Cdca3	Ift74	Atp6v1c2	Bbof1	Inhbb	Mcee	Scn5a	Cdc14a	Smpdl3a	Pkig	Pnpo
Icam1	Cep83	Gm13074	Ly6c1	Shh	Cops5	Kcnc3	Mt3	Defb1	Sec14l3	Mast3	Rnf227	Nxt1	Dennd3	Dpp4
Gm38165	Cdhr3	1700086L19Rik	Lamb3	Rsad2	Prc1	Dcaf17	Ak1	Cd320	2010204K13Rik	Cenpk	Rrm2	Adprm	Cwh43	Ecm1
Lypd2	Paqr7	Nqo1	Dio1	Car2	Gm3776	Rfx2	Rasgef1a	Treml1	Orm1	Cisd3	Chchd10	Kcnrg	Nudt4	F2
Hlf	Ccdc40	Treml1	Ccdc65	Kifap3	Fkbp11	Gm15848	Cspp1	Josd2	H2-Ab1	Bbof1	Parm1	Lypd8l	Fkbp7	Spaca9
Lockd	Ccpg1os	Trim7	Gm14488	Snrnp25	Txndc16	AA986860	Col4a4	Snhg11	Cct7	Rbp4	Angptl2	Hdgfl2	Smtn	Lrrc6
Dmbt1	Wdr27	AI847159	Cdiptos	Igfbp5	Gna14	Cfap65	Ifitm6	Scrn2	Kcne2	Poc5	Slc7a11	Hoxaas2	Krt23	Iftap
Prc1	Acbd7	Slc23a2	Ccpg1os	Plk5	Cpm	Pir	Ccdc80	Hdgfl2	Gstm1	Dnajc15	Ppfia3	Chst11	Samd5	Dnaja4
Cyp2s1	Uaca	D430036J16Rik	F5	Cxcl5	Cep152	Ift172	Miip	Tnfsf9	Fads3	Ccno	1810008I18Rik	Pcm1	Kifap3	Ocm
Ptgs2	Rnf32	Isg15	AU040972	Odf2	Plvap	1700013F07Rik	Gm41556	Smtn	Tctn2	Gm41556	Calb2	Miip	Wfdc13	Mylpf
